379,410,544,550,23.00,34.00,
362,384,528,567,23.00,34.00,
351,362,515,615,23.00,34.00,
331,309,375,374,23.00,34.00,
299,271,174,152,23.00,34.00,
310,298,180,131,23.00,34.00,115
320,305,216,155,23.00,34.00,
333,322,263,240,23.00,34.00,
369,403,517,563,23.00,34.00,
384,424,581,667,23.00,34.00,
366,391,528,634,23.00,34.00,
354,369,524,568,23.00,34.00,
341,333,417,424,23.00,34.00,
305,254,187,243,23.00,34.00,
306,254,190,167,23.00,34.00,
327,290,236,186,23.00,34.00,
338,321,270,217,23.00,34.00,
364,379,461,502,23.00,34.00,
391,431,596,668,23.00,36.00,
278,224,152,146,23.00,36.00,
348,348,437,496,23.00,36.00,
383,408,548,652,23.00,36.00,114
371,392,531,583,23.00,36.00,
358,371,529,572,23.00,36.00,
349,347,452,485,23.00,36.00,
306,260,247,228,23.00,36.00,
303,276,183,142,23.00,36.00,
322,311,218,157,23.00,36.00,
330,320,256,192,23.00,36.00,
351,366,437,453,23.00,36.00,
390,428,593,671,23.00,36.00,
378,408,553,661,23.00,36.00,
362,380,532,636,23.00,36.00,
352,359,519,592,23.00,36.00,
320,281,277,286,23.00,36.00,
300,246,155,215,23.00,36.00,
318,276,212,194,23.00,36.00,
333,307,257,218,23.00,36.00,
340,326,344,355,23.00,36.00,
382,389,553,616,23.00,36.00,
388,387,550,647,23.00,36.00,
364,377,528,632,23.00,36.00,
355,363,526,628,23.00,36.00,
337,316,371,393,23.00,36.00,
307,248,160,117,23.00,36.00,
310,264,159,91,23.00,36.00,
330,297,199,113,23.00,36.00,
343,324,254,218,23.00,36.00,
368,395,503,439,23.00,36.00,115
389,430,555,601,23.00,36.00,
369,379,523,620,23.00,36.00,
355,360,521,623,23.00,36.00,
340,335,444,478,23.00,36.00,
303,254,193,179,23.00,36.00,
302,250,145,96,23.00,36.00,
320,285,187,117,23.00,36.00,
333,312,238,164,23.00,36.00,
355,370,435,470,23.00,36.00,
386,427,592,607,23.00,36.00,
374,401,535,560,23.00,36.00,
358,376,517,621,23.00,36.00,
348,355,510,574,23.00,36.00,
317,291,273,270,23.00,36.00,
303,288,168,136,23.00,36.00,
312,289,188,133,23.00,36.00,
330,310,232,166,23.00,36.00,
342,343,358,365,23.00,36.00,
383,422,577,644,23.00,36.00,
383,416,569,677,23.00,36.00,
365,386,532,641,23.00,36.00,119
353,364,524,568,23.00,36.00,
328,301,334,311,23.00,36.00,
299,245,217,172,23.00,36.00,
312,287,208,148,23.00,36.00,
330,319,245,176,23.00,36.00,
335,328,303,285,23.00,36.00,
376,410,540,599,23.00,36.00,
387,426,586,674,23.00,36.00,
369,392,532,639,23.00,36.00,
355,369,527,630,23.00,36.00,
340,326,393,413,23.00,36.00,
304,252,180,196,23.00,36.00,
309,260,166,201,23.00,36.00,
327,294,235,203,23.00,36.00,
338,320,279,240,23.00,36.00,
359,366,482,518,23.00,36.00,
389,394,569,647,23.00,36.00,
372,387,526,629,23.00,36.00,
360,372,529,632,23.00,36.00,
350,354,488,539,23.00,36.00,
310,266,236,198,23.00,36.00,
300,246,143,82,23.00,36.00,
320,280,179,96,23.00,36.00,
335,311,231,189,23.00,36.00,
350,354,389,358,23.00,36.00,
385,423,540,570,23.00,36.00,
381,412,518,612,23.00,35.00,
279,280,292,373,23.00,35.00,
356,365,465,556,23.00,35.00,
364,383,511,606,23.00,35.00,
356,370,521,621,23.00,35.00,
348,354,511,605,23.00,35.00,
318,280,275,271,23.00,35.00,
297,243,144,97,23.00,35.00,
312,271,166,91,23.00,35.00,
329,302,213,124,23.00,35.00,
338,324,297,292,23.00,35.00,
377,407,530,485,23.00,35.00,108
385,399,569,612,23.00,35.00,
364,368,518,618,23.00,35.00,
351,359,522,623,23.00,35.00,
332,310,359,377,23.00,35.00,
301,246,159,128,23.00,35.00,
311,263,154,96,23.00,35.00,
328,296,201,124,23.00,35.00,
339,321,253,193,23.00,35.00,
370,401,517,547,23.00,35.00,
386,426,593,608,23.00,35.00,
372,395,528,559,23.00,35.00,
358,373,525,567,23.00,35.00,
349,353,464,499,23.00,35.00,
307,264,258,233,23.00,35.00,
302,274,184,143,23.00,35.00,
320,290,206,148,23.00,35.00,
333,313,244,183,23.00,35.00,
352,363,428,445,23.00,35.00,
386,424,586,669,23.00,35.00,
376,405,549,660,23.00,35.00,
361,378,526,629,23.00,35.00,
351,358,516,527,23.00,35.00,
320,280,273,310,23.00,35.00,
301,248,195,173,23.00,35.00,
317,277,227,175,23.00,35.00,
331,301,270,207,23.00,35.00,
342,329,344,347,23.00,35.00,
382,387,541,606,23.00,35.00,
385,411,563,652,23.00,35.00,
368,386,527,628,23.00,35.00,
355,366,522,622,23.00,35.00,
336,316,364,379,23.00,35.00,
299,247,162,119,23.00,35.00,
309,263,154,149,23.00,35.00,
328,298,215,208,23.00,35.00,
339,322,276,270,23.00,35.00,
368,396,488,526,23.00,35.00,102
389,399,554,624,23.00,35.00,
366,384,523,621,23.00,35.00,
356,367,522,622,23.00,35.00,
345,334,419,444,23.00,35.00,
304,252,184,154,23.00,35.00,
307,257,149,86,23.00,35.00,
325,289,192,352,23.00,35.00,
338,318,244,201,23.00,35.00,
363,380,460,418,23.00,35.00,
390,427,553,582,23.00,35.00,
378,406,513,614,23.00,35.00,
363,372,527,629,23.00,35.00,
355,358,510,563,23.00,35.00,
308,269,257,242,23.00,35.00,
297,244,147,112,23.00,35.00,
314,275,176,114,23.00,35.00,
330,304,222,151,23.00,35.00,
344,346,375,382,23.00,35.00,
383,421,572,652,23.00,35.00,
378,409,557,607,23.00,35.00,
361,380,523,565,23.00,35.00,
350,360,512,610,23.00,35.00,
328,302,354,347,23.00,35.00,
298,241,218,186,23.00,35.00,
309,279,199,149,23.00,35.00,
326,313,236,174,23.00,35.00,
331,323,273,245,23.00,35.00,
372,404,521,557,23.00,35.00,
391,429,590,667,23.00,35.00,
371,396,530,634,23.00,36.00,
306,291,421,569,23.00,36.00,95
364,365,498,588,23.00,36.00,
366,371,524,635,23.00,36.00,
358,362,526,634,23.00,36.00,
342,317,400,417,23.00,36.00,
306,275,187,173,23.00,36.00,
311,271,167,126,23.00,36.00,
331,301,207,148,23.00,36.00,
343,326,257,203,23.00,36.00,
375,405,522,547,23.00,36.00,
395,435,605,687,23.00,36.00,
372,399,540,349,23.00,36.00,
358,374,531,576,23.00,36.00,
350,343,436,462,23.00,36.00,
306,258,239,225,23.00,36.00,
305,249,219,163,23.00,36.00,
324,298,232,172,23.00,36.00,
337,318,267,208,23.00,36.00,
359,374,453,495,23.00,36.00,
390,430,597,678,23.00,36.00,
377,406,550,661,23.00,36.00,
363,380,531,635,23.00,36.00,
351,358,511,565,23.00,36.00,
315,273,264,242,23.00,36.00,
301,246,143,155,23.00,36.00,
318,277,183,202,23.00,36.00,
333,308,251,219,23.00,36.00,
343,338,349,369,23.00,36.00,
377,407,522,596,23.00,36.00,
382,391,536,629,23.00,36.00,
365,379,527,629,23.00,36.00,
354,362,521,625,23.00,36.00,
332,309,357,358,23.00,36.00,
297,243,156,115,23.00,36.00,
307,261,153,85,23.00,36.00,
325,295,202,119,23.00,36.00,
337,320,256,252,23.00,36.00,
369,401,508,468,23.00,36.00,91
389,429,555,606,23.00,36.00,
367,377,526,627,23.00,36.00,
357,359,520,623,23.00,36.00,
341,328,418,440,23.00,36.00,
300,248,181,161,23.00,36.00,
302,253,145,94,23.00,36.00,
321,287,190,118,23.00,36.00,
334,314,242,168,23.00,36.00,
359,378,473,514,23.00,36.00,
391,428,594,695,23.00,36.00,
380,406,548,618,23.00,36.00,
361,379,541,578,23.00,36.00,
355,360,518,572,23.00,36.00,
319,276,305,299,23.00,36.00,
302,273,180,156,23.00,36.00,
319,307,206,154,23.00,36.00,
329,316,243,184,23.00,36.00,
343,346,366,380,23.00,36.00,
384,423,578,645,23.00,36.00,
384,417,570,674,23.00,36.00,
366,387,535,647,23.00,36.00,
354,364,525,627,23.00,36.00,
331,306,350,334,23.00,36.00,
302,246,157,221,23.00,36.00,
315,269,202,188,23.00,36.00,
331,302,251,208,23.00,36.00,
340,319,293,271,23.00,36.00,
368,380,518,551,23.00,36.00,
390,392,571,648,23.00,36.00,
369,382,528,630,23.00,36.00,
358,368,531,635,23.00,36.00,
348,341,446,478,23.00,36.00,
306,257,194,165,23.00,36.00,
303,252,146,82,23.00,36.00,
322,286,187,105,23.00,36.00,
336,315,240,153,23.00,36.00,
354,365,428,422,23.00,36.00,
390,427,578,535,23.00,36.00,84
380,412,536,620,23.00,36.00,
361,370,531,633,23.00,35.00,
325,327,513,669,23.00,35.00,
350,350,512,647,23.00,35.00,
350,351,518,627,23.00,35.00,
344,339,463,510,23.00,35.00,
304,257,214,176,23.00,35.00,
298,245,145,150,23.00,35.00,
319,281,196,203,23.00,35.00,
332,310,262,223,23.00,35.00,
349,356,406,422,23.00,35.00,
383,397,563,621,23.00,35.00,
376,378,527,619,23.00,35.00,
357,368,523,626,23.00,35.00,
349,354,516,617,23.00,35.00,
319,283,280,282,23.00,35.00,
297,242,142,103,23.00,35.00,
313,270,163,97,23.00,35.00,
329,302,214,135,23.00,35.00,
338,332,322,329,23.00,35.00,
383,414,550,502,23.00,35.00,82
391,425,546,621,23.00,35.00,
370,379,533,636,23.00,35.00,
356,360,525,628,23.00,35.00,
330,306,358,358,23.00,35.00,
300,244,154,128,23.00,35.00,
311,263,154,97,23.00,35.00,
329,298,203,127,23.00,35.00,
340,323,258,216,23.00,35.00,
373,407,526,570,23.00,35.00,
389,430,597,612,23.00,35.00,
370,395,534,573,23.00,35.00,
357,371,523,627,23.00,35.00,
346,339,444,465,23.00,35.00,
306,278,200,191,23.00,35.00,
305,293,173,129,23.00,35.00,
317,298,207,145,23.00,35.00,
331,317,251,186,23.00,35.00,
357,375,452,496,23.00,35.00,
386,427,592,681,23.00,35.00,
374,402,544,663,23.00,35.00,
359,376,532,638,23.00,35.00,80
350,355,493,506,23.00,35.00,
312,270,278,240,23.00,35.00,
300,248,218,161,23.00,35.00,
320,294,226,161,23.00,35.00,
336,326,263,196,23.00,35.00,
343,352,398,412,23.00,35.00,
383,424,586,654,23.00,35.00,
382,413,567,670,23.00,35.00,
366,385,536,642,23.00,35.00,
354,363,526,628,23.00,35.00,
325,296,307,301,23.00,35.00,
300,246,145,160,23.00,35.00,
315,272,175,201,23.00,35.00,
331,304,245,213,23.00,35.00,
341,327,308,315,23.00,35.00,
377,405,501,568,23.00,35.00,
390,401,556,638,23.00,35.00,
371,373,525,629,23.00,35.00,
353,362,527,632,23.00,35.00,
347,333,420,446,23.00,35.00,
307,253,184,157,23.00,35.00,
307,256,150,92,23.00,35.00,
325,290,193,117,23.00,35.00,
343,321,246,164,23.00,35.00,
365,384,463,501,23.00,35.00,81
393,436,608,615,23.00,35.00,
377,405,524,623,23.00,35.00,
364,381,522,635,23.00,35.00,
355,360,517,569,23.00,35.00,
314,296,279,275,23.00,35.00,
294,250,153,128,23.00,35.00,
316,277,176,126,23.00,35.00,
335,309,226,163,23.00,35.00,
345,346,364,374,23.00,35.00,
387,425,577,650,23.00,35.00,
386,418,568,677,23.00,35.00,
363,385,529,640,23.00,35.00,
349,361,521,563,23.00,37.00,84
344,350,548,717,23.00,37.00,
352,348,520,652,23.00,37.00,
349,347,514,619,23.00,37.00,
320,307,307,302,23.00,37.00,
290,242,138,113,23.00,37.00,
311,268,155,100,23.00,37.00,
331,301,204,135,23.00,37.00,
341,330,306,292,23.00,37.00,
384,417,556,624,23.00,37.00,
392,427,578,687,23.00,37.00,84
370,393,535,590,23.00,37.00,
356,368,522,631,23.00,37.00,
339,319,386,398,23.00,37.00,
305,276,177,166,23.00,37.00,
312,300,177,131,23.00,37.00,
323,307,210,146,23.00,37.00,
339,326,257,200,23.00,37.00,
373,404,520,537,23.00,37.00,
393,433,593,664,23.00,37.00,
375,400,534,634,23.00,37.00,
364,379,539,644,23.00,37.00,
352,350,461,454,23.00,37.00,
307,262,204,260,23.00,37.00,
305,255,195,180,23.00,37.00,
324,288,243,195,23.00,37.00,
335,310,288,235,23.00,37.00,
349,351,442,458,23.00,37.00,
392,424,595,664,23.00,37.00,
383,409,558,659,23.00,37.00,
364,381,534,637,23.00,37.00,
353,360,522,604,23.00,37.00,
321,279,270,258,23.00,37.00,
301,246,140,85,23.00,37.00,
319,277,166,82,23.00,37.00,
333,307,218,173,23.00,37.00,
344,335,323,304,23.00,37.00,
381,412,532,563,23.00,37.00,
388,423,527,608,23.00,37.00,
371,390,523,630,23.00,37.00,
356,361,526,630,23.00,37.00,
336,318,383,410,23.00,37.00,
297,245,169,147,23.00,37.00,
306,257,150,101,23.00,37.00,
322,291,199,129,23.00,37.00,
334,316,251,182,23.00,37.00,
365,393,515,543,23.00,37.00,88
387,427,602,618,23.00,37.00,
368,391,512,619,23.00,37.00,
355,369,517,628,23.00,37.00,
345,340,462,501,23.00,37.00,
305,279,215,204,23.00,37.00,
299,287,171,128,23.00,37.00,
312,292,198,137,23.00,37.00,
328,311,242,174,23.00,37.00,
353,364,429,445,23.00,37.00,
392,431,592,675,23.00,37.00,
381,411,556,668,23.00,37.00,
366,384,540,646,23.00,37.00,
354,362,523,543,23.00,37.00,
322,283,278,312,23.00,37.00,
301,248,195,171,23.00,37.00,
317,276,226,174,23.00,37.00,
333,314,255,196,23.00,37.00,
344,340,343,342,23.00,37.00,
381,417,568,625,23.00,37.00,
387,423,579,669,23.00,37.00,
371,392,537,642,23.00,37.00,
357,369,528,630,23.00,37.00,
337,316,364,372,23.00,37.00,
302,248,159,113,23.00,37.00,
315,267,156,149,23.00,37.00,
333,302,219,205,23.00,37.00,
344,327,283,263,23.00,37.00,
371,398,496,528,23.00,37.00,91
392,402,563,631,23.00,37.00,
369,376,523,626,23.00,37.00,
354,364,526,630,23.00,37.00,
347,341,450,487,23.00,33.00,
348,357,561,726,23.00,33.00,
347,347,516,656,23.00,33.00,
340,320,405,429,23.00,33.00,
302,242,183,201,23.00,33.00,
309,258,167,210,23.00,33.00,
329,294,240,207,23.00,33.00,
342,322,282,243,23.00,33.00,
363,368,481,516,23.00,33.00,
395,400,577,655,23.00,33.00,97
378,393,532,636,23.00,33.00,
364,376,536,643,23.00,33.00,
357,357,480,526,23.00,33.00,
309,269,235,197,23.00,33.00,
300,249,153,92,23.00,33.00,
317,280,186,106,23.00,33.00,
333,309,233,191,23.00,33.00,
355,357,393,356,23.00,33.00,
386,422,539,569,23.00,33.00,
383,413,516,605,23.00,33.00,
365,382,514,624,23.00,33.00,
352,353,521,621,23.00,33.00,
331,316,352,337,23.00,33.00,
291,245,158,136,23.00,33.00,
309,264,160,109,23.00,33.00,
332,302,211,145,23.00,33.00,105
345,329,297,279,23.00,33.00,
388,418,546,625,23.00,33.00,
396,432,584,693,23.00,33.00,
374,398,537,603,23.00,33.00,
360,374,533,572,23.00,33.00,
350,341,435,443,23.00,33.00,
309,262,239,209,23.00,33.00,
304,256,216,157,23.00,33.00,
320,297,231,165,23.00,33.00,
335,324,269,203,23.00,33.00,
350,370,447,473,23.00,33.00,
384,425,592,661,23.00,33.00,
373,402,548,649,23.00,33.00,
358,375,530,633,23.00,33.00,
348,355,516,573,23.00,33.00,
312,268,259,234,23.00,33.00,
299,243,140,153,23.00,33.00,
318,276,183,200,23.00,33.00,
334,308,253,217,23.00,33.00,
348,343,362,379,23.00,33.00,
387,416,530,596,23.00,33.00,
387,395,537,630,23.00,33.00,
368,382,531,634,23.00,33.00,
356,364,525,627,23.00,33.00,
332,307,353,342,23.00,33.00,
298,243,151,110,23.00,33.00,
309,262,155,85,23.00,33.00,
327,297,203,119,23.00,33.00,
340,323,264,269,23.00,33.00,
377,409,518,488,23.00,33.00,108
390,407,582,622,23.00,33.00,
369,373,527,630,23.00,33.00,
354,363,531,637,23.00,33.00,
337,325,407,430,23.00,33.00,
302,247,177,155,23.00,33.00,
306,255,147,95,23.00,33.00,
325,290,192,116,23.00,33.00,
339,319,246,169,23.00,33.00,
363,383,478,519,23.00,33.00,
392,433,602,621,23.00,33.00,
376,402,536,567,23.00,33.00,
360,377,530,573,23.00,33.00,
350,357,504,558,23.00,33.00,
317,272,299,290,23.00,33.00,
301,271,181,154,23.00,33.00,
318,306,206,153,23.00,33.00,
328,329,249,185,23.00,33.00,
335,343,359,367,23.00,33.00,
384,423,579,640,23.00,33.00,115
390,424,581,680,23.00,33.00,
369,390,536,643,23.00,33.00,
354,366,525,627,23.00,33.00,
328,301,330,326,23.00,33.00,
359,374,567,740,23.00,33.00,
351,353,524,660,23.00,33.00,
325,300,292,332,23.00,33.00,
302,287,169,164,23.00,33.00,
311,311,192,150,23.00,33.00,
325,315,231,176,23.00,33.00,
338,330,315,310,23.00,33.00,
381,415,555,627,23.00,33.00,
387,424,579,683,23.00,33.00,
368,391,533,649,23.00,33.00,
355,368,527,630,23.00,33.00,111
334,311,369,343,23.00,33.00,
299,247,221,176,23.00,33.00,
309,284,202,148,23.00,33.00,
328,318,240,174,23.00,33.00,
335,327,278,248,23.00,33.00,
371,405,526,560,23.00,33.00,
389,429,595,674,23.00,33.00,
371,396,538,648,23.00,33.00,
358,372,530,632,23.00,33.00,
345,336,423,447,23.00,33.00,
306,257,191,206,23.00,33.00,
308,258,161,205,23.00,33.00,
328,292,233,203,23.00,33.00,
339,320,279,238,23.00,33.00,
357,363,450,491,23.00,33.00,
391,397,567,644,23.00,33.00,
374,393,532,631,23.00,33.00,
362,376,531,634,23.00,33.00,
352,358,518,581,23.00,33.00,
316,272,264,243,23.00,33.00,
300,245,142,92,23.00,33.00,
318,276,172,97,23.00,33.00,
333,307,223,184,23.00,33.00,
345,344,358,338,23.00,33.00,
384,418,556,506,23.00,33.00,111
389,400,564,626,23.00,33.00,
366,370,527,630,23.00,33.00,
350,356,521,624,23.00,33.00,
325,295,316,307,23.00,33.00,
297,242,148,116,23.00,33.00,
312,266,160,97,23.00,33.00,
329,300,208,131,23.00,33.00,
340,325,294,268,23.00,33.00,
378,409,532,601,23.00,33.00,
390,427,586,618,23.00,33.00,
374,397,536,578,23.00,33.00,
360,374,529,635,23.00,33.00,
348,340,437,460,23.00,33.00,
304,276,204,195,23.00,33.00,
303,292,179,140,23.00,33.00,
315,298,214,158,23.00,33.00,
331,316,260,202,23.00,33.00,
357,376,473,520,23.00,33.00,
386,426,600,695,23.00,33.00,
372,399,549,676,23.00,33.00,
358,373,528,638,23.00,33.00,109
347,351,460,503,23.00,33.00,
304,262,259,239,23.00,33.00,
297,240,216,167,23.00,33.00,
316,288,223,167,23.00,33.00,
331,319,259,199,23.00,33.00,
341,352,405,422,23.00,33.00,
382,421,580,652,23.00,33.00,
384,413,562,666,23.00,33.00,
366,385,536,640,23.00,33.00,
354,363,524,627,23.00,33.00,
323,290,291,289,23.00,33.00,
303,246,141,162,23.00,33.00,
317,275,179,204,23.00,33.00,
332,305,246,215,23.00,33.00,
346,330,320,327,23.00,33.00,
379,407,502,576,23.00,33.00,
387,397,545,633,23.00,33.00,
369,372,522,627,23.00,33.00,
352,360,524,628,23.00,33.00,
341,326,406,428,23.00,33.00,
302,248,178,152,23.00,34.00,
371,394,585,735,23.00,34.00,
341,323,369,407,23.00,34.00,
303,253,165,133,23.00,34.00,
311,264,149,156,23.00,34.00,
329,299,213,217,23.00,34.00,
339,323,280,247,23.00,34.00,
366,389,485,520,23.00,34.00,
387,401,564,639,23.00,34.00,
373,374,519,622,23.00,34.00,
356,365,525,628,23.00,34.00,
350,349,469,516,23.00,34.00,
306,262,217,185,23.00,34.00,
300,248,147,89,23.00,34.00,
320,281,183,105,23.00,34.00,
335,311,233,149,23.00,34.00,
351,358,407,402,23.00,34.00,
388,425,568,522,23.00,34.00,97
381,413,533,615,23.00,34.00,
365,380,523,633,23.00,34.00,
354,357,521,618,23.00,34.00,
325,310,303,312,23.00,34.00,
292,247,152,133,23.00,34.00,
310,268,162,114,23.00,34.00,
333,303,210,144,23.00,34.00,
342,330,309,296,23.00,34.00,
385,418,557,624,23.00,34.00,
388,426,578,682,23.00,34.00,
370,394,541,591,23.00,34.00,
356,370,538,578,23.00,34.00,
334,319,385,400,23.00,34.00,
295,242,217,188,23.00,34.00,
303,249,219,158,23.00,34.00,
323,297,239,178,23.00,34.00,
336,319,277,220,23.00,34.00,
366,392,524,547,23.00,34.00,
388,428,607,688,23.00,34.00,
370,396,544,655,23.00,34.00,
355,371,537,645,23.00,34.00,
346,341,457,495,23.00,34.00,
308,259,209,223,23.00,34.00,
305,251,157,201,23.00,34.00,
323,286,228,206,23.00,34.00,
339,316,276,236,23.00,34.00,
353,356,422,440,23.00,34.00,
388,400,576,647,23.00,34.00,
383,382,540,645,23.00,34.00,
361,372,540,651,23.00,34.00,
355,360,532,638,23.00,34.00,99
321,282,282,282,23.00,34.00,
298,241,138,94,23.00,34.00,
315,271,162,89,23.00,34.00,
332,305,217,135,23.00,34.00,
341,328,310,310,23.00,34.00,
383,416,549,492,23.00,34.00,
388,426,554,631,23.00,34.00,
369,394,528,647,23.00,34.00,
355,364,529,639,23.00,34.00,
341,328,401,423,23.00,34.00,
298,245,170,153,23.00,34.00,
305,255,147,102,23.00,34.00,
325,291,193,128,23.00,34.00,
339,320,251,183,23.00,34.00,
372,398,520,549,23.00,34.00,
396,437,615,713,23.00,34.00,
376,403,551,613,23.00,34.00,
360,377,543,591,23.00,34.00,103
349,344,460,494,23.00,34.00,
306,280,207,197,23.00,34.00,
301,291,170,125,23.00,34.00,
315,296,203,140,23.00,34.00,
334,318,249,184,23.00,34.00,
356,374,449,484,23.00,34.00,
391,433,605,698,23.00,34.00,
381,411,561,685,23.00,34.00,
362,382,545,655,23.00,34.00,
351,359,529,534,23.00,34.00,
317,274,271,307,23.00,34.00,
300,243,189,169,23.00,34.00,
381,390,572,660,23.00,34.00,
316,300,269,311,23.00,34.00,
292,252,155,170,23.00,34.00,
315,278,176,154,23.00,34.00,
331,308,229,191,23.00,34.00,
347,355,403,442,23.00,34.00,
385,428,589,693,23.00,34.00,
378,411,563,696,23.00,34.00,100
360,381,527,657,23.00,34.00,
348,357,521,615,23.00,34.00,
317,277,312,324,23.00,34.00,
295,263,170,154,23.00,34.00,
316,302,186,137,23.00,34.00,
335,318,229,168,23.00,34.00,
346,343,340,341,23.00,34.00,
395,432,596,671,23.00,34.00,
392,431,590,696,23.00,34.00,
369,394,548,660,23.00,34.00,
355,368,536,643,23.00,34.00,
335,316,375,375,23.00,34.00,
297,243,160,228,23.00,34.00,
307,258,193,179,23.00,34.00,
327,295,240,199,23.00,34.00,
338,324,278,238,23.00,34.00,
369,379,506,533,23.00,34.00,
387,399,580,657,23.00,34.00,
371,390,544,653,23.00,34.00,
361,373,543,654,23.00,34.00,
350,351,482,533,23.00,34.00,
306,259,220,182,23.00,34.00,
300,244,136,73,23.00,34.00,
321,280,174,89,23.00,34.00,
336,312,228,137,23.00,34.00,
351,355,386,378,23.00,34.00,
391,432,575,524,23.00,34.00,96
386,423,548,639,23.00,34.00,
